vendor,family,source,dof,link_count,fidelity_class,scale_class,mesh_bytes_total,aabb_x_m,aabb_y_m,aabb_z_m,joint_range_total_rad,joint_range_total_m,license,dedup_group_size,path
<generic>,racecar,bullet3,6,13,medium,tabletop,804514,0.39,0.2,0.125,8.283186,0.0,zlib (most files); see LICENSE.txt for exceptions,2,bullet3/data/racecar/racecar.urdf
<research>,adroit,Gymnasium-Robotics,30,31,low,tabletop,373524,0.29,0.7435,0.4474,41.04900000000001,0.8,"MIT (Farama Foundation, 2022)",1,Gymnasium-Robotics/gymnasium_robotics/envs/assets/adroit_hand/adroit_door.xml
<research>,adroit,Gymnasium-Robotics,30,30,low,tabletop,373524,0.234,0.7,0.25,50.52855800000001,0.0,"MIT (Farama Foundation, 2022)",1,Gymnasium-Robotics/gymnasium_robotics/envs/assets/adroit_hand/adroit_pen.xml
<research>,adroit,Gymnasium-Robotics,33,31,low,tabletop,373524,0.1335,0.7,0.25,51.77855800000001,0.09999999999999999,"MIT (Farama Foundation, 2022)",1,Gymnasium-Robotics/gymnasium_robotics/envs/assets/adroit_hand/adroit_hammer.xml
<research>,adroit,Gymnasium-Robotics,36,29,low,tabletop,373524,0.1175,0.7,0.25,55.02855800000001,1.5,"MIT (Farama Foundation, 2022)",1,Gymnasium-Robotics/gymnasium_robotics/envs/assets/adroit_hand/adroit_relocate.xml
<research>,flybody,mujoco_menagerie,102,68,high,tabletop,13082400,0.278,0.3282,0.1326,136.98808000000002,0.0,Apache-2.0 (Menagerie: flybody),2,mujoco_menagerie/flybody/fruitfly.xml
<research>,leap,mujoco_menagerie,16,18,medium,compact,4714308,0.1645,0.173,0.0298,39.33,0.0,Unknown (Menagerie: leap_hand),4,mujoco_menagerie/leap_hand/left_hand.xml
<research>,low_cost_robot_arm,mujoco_menagerie,6,8,medium,compact,2359416,0.1734,0.0209,0.1818,21.502000000000002,0.0,Apache-2.0 (Menagerie: low_cost_robot_arm),2,mujoco_menagerie/low_cost_robot_arm/low_cost_robot_arm.xml
<research>,microtaur,bullet3,12,26,high,tabletop,20951628,0.2815,0.558,0.059,0.0,0.0,zlib (most files); see LICENSE.txt for exceptions,1,bullet3/examples/pybullet/gym/pybullet_data/quadruped/microtaur/microtaur.urdf
<research>,robot_soccer_kit,mujoco_menagerie,64,66,medium,compact,2167608,0.1276,0.1105,0.057,395.840718,0.01,Unknown (Menagerie: robot_soccer_kit),2,mujoco_menagerie/robot_soccer_kit/robot_soccer_kit.xml
,bullet3,bullet3,1,2,low,unknown,836,0.0,0.0,0.0,0.0,5.93411945678,zlib (most files); see LICENSE.txt for exceptions,1,bullet3/data/cube_gripper_left.urdf
,bullet3,bullet3,1,2,low,unknown,836,0.0,0.0,0.0,0.0,5.93411945678,zlib (most files); see LICENSE.txt for exceptions,1,bullet3/data/cube_gripper_right.urdf
,bullet3,bullet3,1,2,low,compact,354584,0.256,0.2854,0.0328,6.283186,0.0,zlib (most files); see LICENSE.txt for exceptions,1,bullet3/data/wheel.urdf
,bullet3,bullet3,1,2,low,unknown,836,0.0,0.0,0.0,6.283186,0.0,zlib (most files); see LICENSE.txt for exceptions,1,bullet3/examples/pybullet/gym/pybullet_data/cube_rotate.urdf
,bullet3,bullet3,4,5,low,unknown,836,0.0,0.0,0.0,6.283186,0.0,zlib (most files); see LICENSE.txt for exceptions,1,bullet3/examples/pybullet/gym/pybullet_data/cube_no_rotation.urdf
,bullet3,bullet3,8,16,low,tabletop,40736,0.44,0.5233,0.8564,7.379186,0.38,zlib (most files); see LICENSE.txt for exceptions,2,bullet3/data/r2d2.urdf
,gymnasium-robotics,Gymnasium-Robotics,24,30,medium,tabletop,608388,0.1175,0.459,0.2,30.59800000000001,0.0,"MIT (Farama Foundation, 2022)",1,Gymnasium-Robotics/gymnasium_robotics/envs/assets/hand/manipulate_block.xml
,gymnasium-robotics,Gymnasium-Robotics,24,30,medium,tabletop,608388,0.1175,0.459,0.2,30.59800000000001,0.0,"MIT (Farama Foundation, 2022)",1,Gymnasium-Robotics/gymnasium_robotics/envs/assets/hand/manipulate_block_touch_sensors.xml
,gymnasium-robotics,Gymnasium-Robotics,24,30,medium,tabletop,608388,0.1175,0.459,0.2,30.59800000000001,0.0,"MIT (Farama Foundation, 2022)",1,Gymnasium-Robotics/gymnasium_robotics/envs/assets/hand/manipulate_egg.xml
,gymnasium-robotics,Gymnasium-Robotics,24,30,medium,tabletop,608388,0.1175,0.459,0.2,30.59800000000001,0.0,"MIT (Farama Foundation, 2022)",1,Gymnasium-Robotics/gymnasium_robotics/envs/assets/hand/manipulate_egg_touch_sensors.xml
,gymnasium-robotics,Gymnasium-Robotics,24,30,medium,tabletop,608388,0.1175,0.459,0.2,30.59800000000001,0.0,"MIT (Farama Foundation, 2022)",1,Gymnasium-Robotics/gymnasium_robotics/envs/assets/hand/manipulate_pen.xml
,gymnasium-robotics,Gymnasium-Robotics,24,30,medium,tabletop,608388,0.1175,0.459,0.2,30.59800000000001,0.0,"MIT (Farama Foundation, 2022)",1,Gymnasium-Robotics/gymnasium_robotics/envs/assets/hand/manipulate_pen_touch_sensors.xml
,gymnasium-robotics,Gymnasium-Robotics,24,28,medium,tabletop,608388,0.1175,0.459,0.15,30.59800000000001,0.0,"MIT (Farama Foundation, 2022)",1,Gymnasium-Robotics/gymnasium_robotics/envs/assets/hand/reach.xml
,mujoco_menagerie,mujoco_menagerie,8,4,low,unknown,478476,0.0,0.0,0.0,18.849558,7.299999999999999,MIT (Menagerie: umi_gripper),2,mujoco_menagerie/umi_gripper/umi_gripper.xml
,robosuite,robosuite,1,5,low,compact,378444,0.1174,0.0,0.0148,1.57,0.0,"MIT (Stanford VLL + UT Robot Perception, 2022)",1,robosuite/robosuite/models/assets/grippers/bd_gripper.xml
,robosuite,robosuite,2,7,medium,compact,2055768,0.0,0.0545,0.1194,0.0,0.064666,"MIT (Stanford VLL + UT Robot Perception, 2022)",1,robosuite/robosuite/models/assets/grippers/rethink_gripper.xml
,robosuite,robosuite,4,5,medium,tabletop,2553264,0.2,0.0,0.7,6.283186,0.34,"MIT (Stanford VLL + UT Robot Perception, 2022)",1,robosuite/robosuite/models/assets/bases/omron_mobile_base.xml
,robosuite,robosuite,11,21,medium,compact,1846440,0.0188,0.1368,0.1297,17.43,0.0,"MIT (Stanford VLL + UT Robot Perception, 2022)",1,robosuite/robosuite/models/assets/grippers/fourier_left_hand.xml
,robosuite,robosuite,11,21,medium,compact,1838544,0.0188,0.1367,0.1296,17.43,0.0,"MIT (Stanford VLL + UT Robot Perception, 2022)",1,robosuite/robosuite/models/assets/grippers/fourier_right_hand.xml
,robosuite,robosuite,12,21,medium,compact,3979944,0.036,0.124,0.1375,17.170000000000005,0.0,"MIT (Stanford VLL + UT Robot Perception, 2022)",1,robosuite/robosuite/models/assets/grippers/inspire_left_hand.xml
,robosuite,robosuite,12,21,medium,compact,4041336,0.0442,0.1214,0.1375,17.170000000000005,0.0,"MIT (Stanford VLL + UT Robot Perception, 2022)",1,robosuite/robosuite/models/assets/grippers/inspire_right_hand.xml
,robosuite,robosuite,32,46,high,fullsize,7442100,0.049,0.4547,1.4515,87.80879020478639,0.0,"MIT (Stanford VLL + UT Robot Perception, 2022)",1,robosuite/robosuite/models/assets/robots/gr1/robot.xml
,robot-assets,robot-assets,49,50,high,fullsize,18457100,0.4437,0.1892,1.4269,307.876114,0.0,varies by upstream repo (see README.md),2,robot-assets/urdfs/robots/ginger_robot/gingerurdf.urdf
,urdf_files_dataset,urdf_files_dataset,1,6,medium,compact,2529908,0.0,0.0315,0.1327,0.0,0.020833,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/oems/xacro_generated/grippers_rethink_robotics/rethink_ee_description/urdf/electric_gripper/rethink_electric_gripper.urdf
,urdf_files_dataset,urdf_files_dataset,2,11,low,tabletop,161524,0.3235,0.3,0.234,0.0,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/matlab/amr_robots_description/urdf/amrPioneer3DX.urdf
,urdf_files_dataset,urdf_files_dataset,2,4,high,tabletop,18873734,0.075,0.4,0.41,12.566372,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/matlab/amr_robots_description/urdf/amrPioneerLX.urdf
,urdf_files_dataset,urdf_files_dataset,2,4,high,tabletop,18873734,0.075,0.4,0.41,12.566372,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/oems/pioneer_adept_mobile_robots/description/urdf/pioneer-lx.urdf
,urdf_files_dataset,urdf_files_dataset,2,11,low,tabletop,161524,0.3235,0.3,0.234,0.0,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/oems/pioneer_adept_mobile_robots/description/urdf/pioneer3dx.urdf
,urdf_files_dataset,urdf_files_dataset,4,16,low,tabletop,139644,0.38,0.394,0.274,0.0,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/matlab/amr_robots_description/urdf/amrPioneer3AT.urdf
,urdf_files_dataset,urdf_files_dataset,4,16,low,tabletop,139644,0.38,0.394,0.274,0.0,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/oems/pioneer_adept_mobile_robots/description/urdf/pioneer3at.urdf
,urdf_files_dataset,urdf_files_dataset,4,6,high,tabletop,18161270,0.288,0.0,0.4898,17.887,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/oems/qarm_quanser/qarm_description/urdf/QARM.urdf
,urdf_files_dataset,urdf_files_dataset,4,5,medium,compact,2948370,0.1775,0.0,0.2154,12.5663706,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/robotics-toolbox/al5d_description/urdf/al5d_robot.urdf
,urdf_files_dataset,urdf_files_dataset,5,9,medium,compact,4082788,0.286,0.042,0.2045,15.173892516837,0.028999999999999998,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/matlab/open_manipulator_description/urdf/robotisOpenManipulator.urdf
,urdf_files_dataset,urdf_files_dataset,5,9,medium,compact,4082788,0.286,0.042,0.2045,15.173892516838702,0.028999999999999998,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/oems/xacro_generated/open-manipulator_robotis/open_manipulator_description/urdf/open_manipulator_robot.urdf
,urdf_files_dataset,urdf_files_dataset,6,7,medium,tabletop,4282252,0.2025,0.0,0.308,28.71067096,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/matlab/mecademic_description/urdf/meca500r3.urdf
,urdf_files_dataset,urdf_files_dataset,6,7,low,tabletop,406388,0.4318,0.1501,0.6718,21.991148550000002,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/robotics-toolbox/puma560_description/urdf/puma560_robot.urdf
,urdf_files_dataset,urdf_files_dataset,10,19,high,tabletop,6377188,0.8044,0.4716,0.352,50.265488,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/random/xacro_generated/mir_description/urdf/mir.urdf
,urdf_files_dataset,urdf_files_dataset,24,31,high,tabletop,28701096,0.133,0.2856,0.4007,125.66370720000006,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/matlab/robotis_op_description/robots/robotisOP2.urdf
abb,abb,urdf_files_dataset,6,9,medium,tabletop,2001588,0.374,0.0,0.63,28.797926,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/matlab/abb_irb120_support/urdf/abbIrb120.urdf
abb,abb,urdf_files_dataset,6,9,medium,tabletop,2001588,0.374,0.0,0.63,28.797926,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/matlab/abb_irb120_support/urdf/abbIrb120T.urdf
abb,abb,urdf_files_dataset,6,8,medium,tabletop,961688,0.815,0.0,0.9615,31.64247130718,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/matlab/abb_irb1600_support/urdf/abbIrb1600.urdf
abb,abb,urdf_files_dataset,6,10,medium,tabletop,2627538,0.571,0.0,0.899,36.82644721708036,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/abb/abb_crb15000_support/urdf/crb15000_5_95.urdf
abb,abb,urdf_files_dataset,6,10,high,tabletop,7129427,0.533,0.0,0.8891,41.189,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/abb/abb_irb1200_support/urdf/irb1200_5_90.urdf
abb,abb,urdf_files_dataset,6,10,high,tabletop,6230612,0.433,0.0,0.7911,41.276,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/abb/abb_irb1200_support/urdf/irb1200_7_70.urdf
abb,abb,urdf_files_dataset,6,10,medium,tabletop,2001588,0.374,0.0,0.63,28.797926,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/abb/abb_irb120_support/urdf/irb120_3_58.urdf
abb,abb,urdf_files_dataset,6,10,medium,tabletop,2001588,0.374,0.0,0.63,28.797926,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/abb/abb_irb120_support/urdf/irb120t_3_58.urdf
abb,abb,urdf_files_dataset,6,10,medium,tabletop,961688,0.815,0.0,0.9615,31.642471307179587,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/abb/abb_irb1600_support/urdf/irb1600_6_12.urdf
abb,abb,urdf_files_dataset,6,10,medium,fullsize,1175588,0.815,0.0,1.1865,32.63737763397448,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/abb/abb_irb1600_support/urdf/irb1600_8_145.urdf
abb,abb,urdf_files_dataset,6,10,high,fullsize,13604188,1.03,0.0,1.26,31.414552,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/abb/abb_irb2600_support/urdf/irb2600_12_165.urdf
abb,abb,urdf_files_dataset,6,9,medium,fullsize,585388,1.72,0.0,1.72,28.272966,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/abb/abb_irb4400_support/urdf/irb4400l_30_243.urdf
abb,abb,urdf_files_dataset,6,10,medium,fullsize,2542713,1.4905,0.0,1.765,31.764993771937625,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/abb/abb_irb4600_support/urdf/irb4600_20_250.urdf
abb,abb,urdf_files_dataset,6,10,medium,fullsize,2648259,1.58,0.0,1.765,31.764993771937625,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/abb/abb_irb4600_support/urdf/irb4600_40_255.urdf
abb,abb,urdf_files_dataset,6,10,medium,fullsize,4162756,1.27,0.0,1.57,31.759372,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/abb/abb_irb4600_support/urdf/irb4600_60_205.urdf
abb,abb,urdf_files_dataset,6,10,medium,tabletop,1303588,0.815,0.0,0.9615,31.64282003147761,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/abb/abb_irb52_support/urdf/irb52_7_120.urdf
abb,abb,urdf_files_dataset,6,10,medium,fullsize,1342988,0.815,0.0,1.1865,32.63765770511437,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/abb/abb_irb52_support/urdf/irb52_7_145.urdf
abb,abb,urdf_files_dataset,6,11,medium,fullsize,1830811,1.948,0.0,2.055,38.13544415,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/abb/abb_irb6600_support/urdf/irb6600_225_255.urdf
abb,abb,urdf_files_dataset,6,10,medium,fullsize,1621488,2.392,0.0,2.11,41.36430327226561,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/abb/abb_irb6650s_support/urdf/irb6650s_125_350.urdf
abb,abb,urdf_files_dataset,6,10,medium,huge,1702788,2.842,0.0,2.11,41.36430327226561,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/abb/abb_irb6650s_support/urdf/irb6650s_90_390.urdf
abb,abb,urdf_files_dataset,6,12,medium,fullsize,3327256,2.0115,0.194,2.105,40.49163864626845,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/abb/abb_irb6700_support/urdf/irb6700_200_260.urdf
abb,abb,urdf_files_dataset,6,12,medium,fullsize,3060906,2.0515,0.194,2.115,40.49163864626845,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/abb/abb_irb6700_support/urdf/irb6700_235_265.urdf
abb,abb,urdf_files_dataset,6,11,medium,huge,1491556,3.052,0.0,2.02,39.53170755767157,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/abb/abb_irb7600_support/urdf/irb7600_150_350.urdf
abb,yumi,robot-assets,16,23,high,tabletop,58553714,0.6171,0.3337,0.6576,81.27998326537602,0.05,varies by upstream repo (see README.md),3,robot-assets/urdfs/robots/yumi/yumi.urdf
abb,yumi,urdf_files_dataset,16,22,high,tabletop,58553714,0.6171,0.3337,0.5576,81.27998326537602,0.05,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/matlab/yumi_description/urdf/abbYuMi.urdf
agile_x,arx,mujoco_menagerie,8,10,medium,tabletop,2592696,0.4308,0.0498,0.2469,25.64,0.088,BSD-3-Clause (Menagerie: arx_l5),2,mujoco_menagerie/arx_l5/arx_l5.xml
agilex,piper,mujoco_menagerie,8,10,high,tabletop,8459940,0.4731,0.0014,0.2152,23.457,0.07,MIT (Menagerie: agilex_piper),2,mujoco_menagerie/agilex_piper/piper.xml
agility,cassie,mujoco_menagerie,20,26,medium,fullsize,1709748,0.4053,0.27,1.0145,50.24803193619841,0.0,Unknown (Menagerie: agility_cassie),2,mujoco_menagerie/agility_cassie/cassie.xml
anybotics,anymal,mujoco_menagerie,12,14,high,tabletop,10701792,0.681,0.532,0.25,75.398232,0.0,BSD-3-Clause (Menagerie: anybotics_anymal_b),2,mujoco_menagerie/anybotics_anymal_b/anymal_b.xml
anybotics,anymal,mujoco_menagerie,12,14,medium,tabletop,927204,0.7196,0.5762,0.285,55.105488,0.0,BSD-3-Clause (Menagerie: anybotics_anymal_c),4,mujoco_menagerie/anybotics_anymal_c/anymal_c.xml
anybotics,anymal,urdf_files_dataset,12,22,high,tabletop,34173651,0.881,0.532,0.5713,75.398232,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/oems/anymal_anybotics/anymal_b_simple_description/urdf/anymal.urdf
apptronik,apollo,mujoco_menagerie,32,37,high,fullsize,26034108,0.2516,0.5343,1.6406,61.077498999999996,0.0,Apache-2.0 (Menagerie: apptronik_apollo),2,mujoco_menagerie/apptronik_apollo/apptronik_apollo.xml
booster_robotics,booster_t1,mujoco_menagerie,23,25,medium,tabletop,3033408,0.0625,0.7218,0.9482,60.65,0.0,Apache-2.0 (Menagerie: booster_t1),2,mujoco_menagerie/booster_t1/t1.xml
boston_dynamics,spot,robosuite,6,10,medium,tabletop,1173372,0.7418,0.0,0.075,27.576198999999995,0.0,"MIT (Stanford VLL + UT Robot Perception, 2022)",1,robosuite/robosuite/models/assets/robots/spot_arm/robot.xml
boston_dynamics,spot,urdf_files_dataset,7,8,low,tabletop,178772,0.8941,0.8235,0.115,28.972465,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/random/spot_ros/spot_description/urdf/spot_arm.urdf
boston_dynamics,spot,mujoco_menagerie,12,14,high,tabletop,6113664,0.6207,0.3316,0.32,29.173725,0.0,BSD-3-Clause (Menagerie: boston_dynamics_spot),4,mujoco_menagerie/boston_dynamics_spot/spot.xml
boston_dynamics,spot,urdf_files_dataset,12,13,medium,tabletop,633915,0.6207,0.3316,0.32,29.17371890062846,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/oems/spot_boston_dynamics/spot_base_urdf/model.urdf
boston_dynamics,spot,mujoco_menagerie,19,22,high,fullsize,7665480,1.4491,0.3316,0.5978,58.319924,0.0,BSD-3-Clause (Menagerie: boston_dynamics_spot),2,mujoco_menagerie/boston_dynamics_spot/spot_arm.xml
clearpath,husky,urdf_files_dataset,4,15,high,tabletop,13657899,0.96,0.5708,0.3837,25.132744,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/matlab/husky_description/urdf/clearpathHusky.urdf
clearpath,jackal,urdf_files_dataset,4,13,medium,tabletop,592988,0.311,0.3756,0.184,25.132744,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/matlab/jackal_description/urdf/clearpathJackal.urdf
clearpath,jackal,urdf_files_dataset,4,13,medium,tabletop,592988,0.311,0.3756,0.184,25.132744,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/oems/xacro_generated/jackal_clearpath_robotics/jackal_description/urdf/jackal.urdf
fanuc,crx,urdf_files_dataset,6,10,medium,tabletop,1224688,0.7,0.15,0.955,41.538836197465045,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_crx10ia_support/urdf/crx10ial.urdf
fanuc,fanuc,urdf_files_dataset,5,9,medium,tabletop,653504,0.4825,0.0,0.705,26.389586,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_lrmate200ic_support/urdf/lrmate200ic5f.urdf
fanuc,fanuc,urdf_files_dataset,5,9,medium,tabletop,653504,0.475,0.0,0.705,26.389586,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_lrmate200ic_support/urdf/lrmate200ic5h.urdf
fanuc,fanuc,urdf_files_dataset,5,9,medium,tabletop,653504,0.475,0.0,0.705,26.389586,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_lrmate200ic_support/urdf/lrmate200ic5hs.urdf
