vendor,family,source,dof,link_count,fidelity_class,scale_class,mesh_bytes_total,aabb_x_m,aabb_y_m,aabb_z_m,joint_range_total_rad,joint_range_total_m,license,dedup_group_size,path
fanuc,fanuc,urdf_files_dataset,5,9,medium,tabletop,732288,0.368,0.0,0.61,31.485739705977704,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_lrmate200id_support/urdf/lrmate200id4sh.urdf
fanuc,fanuc,urdf_files_dataset,5,9,medium,tabletop,1257188,0.465,0.0,0.695,31.939525311496233,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_lrmate200id_support/urdf/lrmate200id7h.urdf
fanuc,fanuc,urdf_files_dataset,5,9,low,fullsize,331704,0.0,0.095,1.405,31.643,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_m430ia_support/urdf/m430ia2f.urdf
fanuc,fanuc,urdf_files_dataset,6,10,medium,tabletop,1261788,0.52,0.0,0.675,37.695,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/matlab/fanuc_lrmate200ib_support/urdf/fanucLRMate200ib.urdf
fanuc,fanuc,urdf_files_dataset,6,8,low,fullsize,153488,0.99,0.1876,1.395,36.477686,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/matlab/fanuc_m16ib_support/urdf/fanucM16ib.urdf
fanuc,fanuc,urdf_files_dataset,6,10,medium,fullsize,2744788,1.11,0.0,2.12,30.418686000000005,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_cr35ia_support/urdf/cr35ia.urdf
fanuc,fanuc,urdf_files_dataset,6,10,low,tabletop,112588,0.465,0.0,0.822,32.456286,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_cr7ia_support/urdf/cr7ia.urdf
fanuc,fanuc,urdf_files_dataset,6,10,low,tabletop,112588,0.55,0.0,0.932,32.633886,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_cr7ia_support/urdf/cr7ial.urdf
fanuc,fanuc,urdf_files_dataset,6,10,low,tabletop,214488,0.52,0.0,0.675,37.68,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_lrmate200i_support/urdf/lrmate200i.urdf
fanuc,fanuc,urdf_files_dataset,6,10,medium,tabletop,1261788,0.52,0.0,0.675,37.695,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_lrmate200ib_support/urdf/lrmate200ib.urdf
fanuc,fanuc,urdf_files_dataset,6,10,medium,tabletop,1256788,0.68,0.0,0.675,37.262100000000004,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_lrmate200ib_support/urdf/lrmate200ib3l.urdf
fanuc,fanuc,urdf_files_dataset,6,10,medium,tabletop,1018288,0.475,0.0,0.705,33.021786,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_lrmate200ic_support/urdf/lrmate200ic.urdf
fanuc,fanuc,urdf_files_dataset,6,10,medium,tabletop,630988,0.565,0.0,0.805,33.650086,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_lrmate200ic_support/urdf/lrmate200ic5l.urdf
fanuc,fanuc,urdf_files_dataset,6,10,medium,tabletop,1257188,0.465,0.0,0.695,38.571776469074685,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_lrmate200id_support/urdf/lrmate200id.urdf
fanuc,fanuc,urdf_files_dataset,6,10,medium,tabletop,732288,0.36,0.0,0.61,38.11799086355616,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_lrmate200id_support/urdf/lrmate200id4s.urdf
fanuc,fanuc,urdf_files_dataset,6,10,medium,tabletop,732288,0.37,0.0,0.61,38.04817769347638,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_lrmate200id_support/urdf/lrmate200id4sc.urdf
fanuc,fanuc,urdf_files_dataset,6,10,medium,tabletop,1105888,0.55,0.0,0.805,38.71140280923423,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_lrmate200id_support/urdf/lrmate200id7l.urdf
fanuc,fanuc,urdf_files_dataset,6,10,medium,tabletop,1105888,0.562,0.0,0.805,38.71140280923423,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_lrmate200id_support/urdf/lrmate200id7lc.urdf
fanuc,fanuc,urdf_files_dataset,6,10,low,fullsize,347288,0.89,0.0,1.25,44.190000000000005,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_m10ia_support/urdf/m10ia.urdf
fanuc,fanuc,urdf_files_dataset,6,10,low,fullsize,180188,1.11,0.0,1.25,43.894000000000005,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_m10ia_support/urdf/m10ia7l.urdf
fanuc,fanuc,urdf_files_dataset,6,10,low,fullsize,319488,0.99,0.0,1.395,36.477686,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_m16ib_support/urdf/m16ib20.urdf
fanuc,fanuc,urdf_files_dataset,6,10,medium,fullsize,602488,1.085,0.0,1.565,39.760694,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_m20ia_support/urdf/m20ia.urdf
fanuc,fanuc,urdf_files_dataset,6,10,medium,fullsize,630588,1.04,0.0,1.675,40.12511950334964,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_m20ib_support/urdf/m20ib25.urdf
fanuc,fanuc,urdf_files_dataset,6,10,low,fullsize,415388,0.0,0.095,1.175,38.580000000000005,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_m430ia_support/urdf/m430ia2p.urdf
fanuc,fanuc,urdf_files_dataset,6,10,low,fullsize,93888,0.865,0.0,1.15,40.3164,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_m6ib_support/urdf/m6ib.urdf
fanuc,fanuc,urdf_files_dataset,6,10,low,tabletop,109988,0.68,0.0,0.91,39.7928,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_m6ib_support/urdf/m6ib6s.urdf
fanuc,fanuc,urdf_files_dataset,6,10,low,fullsize,158788,1.62,0.0,1.885,34.8193199629277,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_m710ic_support/urdf/m710ic45m.urdf
fanuc,fanuc,urdf_files_dataset,6,10,low,fullsize,73288,1.341,0.0,1.605,47.384600000000006,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_m710ic_support/urdf/m710ic50.urdf
fanuc,fanuc,urdf_files_dataset,6,12,low,fullsize,174756,2.375,0.17,2.2,42.084705,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_m900ia_support/urdf/m900ia260l.urdf
fanuc,fanuc,urdf_files_dataset,6,16,low,fullsize,220292,2.335,0.08,2.31,41.15410000000001,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_m900ib_support/urdf/m900ib700.urdf
fanuc,fanuc,urdf_files_dataset,6,10,low,fullsize,98338,1.51,0.0,1.545,46.337500000000006,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_r1000ia_support/urdf/r1000ia80f.urdf
fanuc,fanuc,urdf_files_dataset,6,10,low,fullsize,118888,1.827,0.0,1.97,44.470989340815514,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_r2000ib_support/urdf/r2000ib210f.urdf
fanuc,fanuc,urdf_files_dataset,6,10,low,fullsize,139988,2.257,0.0,1.97,43.58087142229841,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_r2000ic_support/urdf/r2000ic125l.urdf
fanuc,fanuc,urdf_files_dataset,6,10,low,fullsize,142388,1.807,0.0,1.97,43.77285764001778,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_r2000ic_support/urdf/r2000ic165f.urdf
fanuc,fanuc,urdf_files_dataset,6,10,low,fullsize,142388,1.807,0.0,1.97,43.77285764001778,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_r2000ic_support/urdf/r2000ic210f.urdf
fanuc,fanuc,urdf_files_dataset,6,10,low,fullsize,222488,2.282,0.0,1.97,43.58087142229841,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_r2000ic_support/urdf/r2000ic210l.urdf
fanuc,fanuc,urdf_files_dataset,6,10,low,fullsize,67188,1.832,0.0,1.97,43.77285764001778,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/ros-industrial/xacro_generated/fanuc/fanuc_r2000ic_support/urdf/r2000ic270f.urdf
fetch_robotics,fetch,urdf_files_dataset,2,7,high,tabletop,5722640,0.3891,0.4263,0.3113,0.0,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/robotics-toolbox/fetch_description/robots/freight.urdf
fetch_robotics,fetch,urdf_files_dataset,5,7,high,fullsize,9083957,0.2507,0.0,1.0609,11.633185999999998,10.38615,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/robotics-toolbox/fetch_description/robots/fetch_camera.urdf
fetch_robotics,fetch,urdf_files_dataset,10,19,high,fullsize,16559578,1.2528,0.2543,0.786,21.055386,10.38615,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/robotics-toolbox/fetch_description/robots/fetch.urdf
fetch_robotics,fetch,Gymnasium-Robotics,15,33,medium,fullsize,621060,1.4699,0.75,1.0609,38.971758,0.44749999999999995,"MIT (Farama Foundation, 2022)",1,Gymnasium-Robotics/gymnasium_robotics/envs/assets/fetch/pick_and_place.xml
fetch_robotics,fetch,Gymnasium-Robotics,15,33,medium,fullsize,621060,1.4699,0.75,1.0609,38.971758,0.44749999999999995,"MIT (Farama Foundation, 2022)",1,Gymnasium-Robotics/gymnasium_robotics/envs/assets/fetch/push.xml
fetch_robotics,fetch,Gymnasium-Robotics,15,32,medium,fullsize,621060,1.4699,0.75,1.0609,38.971758,0.44749999999999995,"MIT (Farama Foundation, 2022)",1,Gymnasium-Robotics/gymnasium_robotics/envs/assets/fetch/reach.xml
fetch_robotics,fetch,Gymnasium-Robotics,15,33,medium,fullsize,621060,1.4699,0.7502,1.0609,38.971758,0.44749999999999995,"MIT (Farama Foundation, 2022)",1,Gymnasium-Robotics/gymnasium_robotics/envs/assets/fetch/slide.xml
flexiv,flexiv,mujoco_menagerie,7,9,medium,fullsize,971436,0.02,0.113,1.255,39.636300000000006,0.0,Unknown (Menagerie: flexiv_rizon4),2,mujoco_menagerie/flexiv_rizon4/flexiv_rizon4.xml
fourier_intelligence,fourier_n1,mujoco_menagerie,23,30,high,fullsize,22790376,0.205,0.3513,1.12,76.06840000000001,0.0,Apache-2.0 (Menagerie: fourier_n1),2,mujoco_menagerie/fourier_n1/n1.xml
franka,franka,mujoco_menagerie,7,10,high,fullsize,6999180,0.088,0.0,1.033,33.3637,0.0,Apache-2.0 (Menagerie: franka_fr3),3,mujoco_menagerie/franka_fr3/fr3.xml
franka,franka,mujoco_menagerie,7,11,high,fullsize,7336332,0.088,0.0,1.033,33.3637,0.0,Apache-2.0 (Menagerie: franka_fr3_v2),2,mujoco_menagerie/franka_fr3_v2/fr3v2.xml
franka,franka,urdf_files_dataset,10,15,high,fullsize,27030071,0.238,0.0,1.413,39.759186,10.04,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/robotics-toolbox/xacro_generated/franka_description/robots/frankie.urdf
franka,franka,Gymnasium-Robotics,23,44,medium,huge,2576304,1.705,1.334,2.921,45.35980000000001,0.606,"MIT (Farama Foundation, 2022)",1,Gymnasium-Robotics/gymnasium_robotics/envs/assets/kitchen_franka/kitchen_assets/kitchen_env_model.xml
franka,panda,robosuite,1,3,medium,compact,651195,0.0,0.0,0.0584,0.0,0.04,"MIT (Stanford VLL + UT Robot Perception, 2022)",1,robosuite/robosuite/models/assets/bullet_data/panda_description/urdf/hand.urdf
franka,panda,mujoco_menagerie,2,4,low,compact,367320,0.0,0.0,0.0584,0.0,0.08,Apache-2.0 (Menagerie: franka_emika_panda),2,mujoco_menagerie/franka_emika_panda/hand.xml
franka,panda,robosuite,2,7,low,compact,144876,0.0,0.017,0.1084,0.0,0.08,"MIT (Stanford VLL + UT Robot Perception, 2022)",1,robosuite/robosuite/models/assets/grippers/panda_gripper.xml
franka,panda,mujoco_menagerie,7,9,high,fullsize,6033252,0.088,0.0,1.033,33.476,0.0,Apache-2.0 (Menagerie: franka_emika_panda),2,mujoco_menagerie/franka_emika_panda/mjx_panda_nohand.xml
franka,panda,robosuite,7,9,high,fullsize,9914827,0.088,0.0,1.033,33.476,0.0,"MIT (Stanford VLL + UT Robot Perception, 2022)",1,robosuite/robosuite/models/assets/bullet_data/panda_description/urdf/panda_arm.urdf
franka,panda,robosuite,7,11,high,fullsize,5590944,0.088,0.0,1.033,33.476,0.0,"MIT (Stanford VLL + UT Robot Perception, 2022)",2,robosuite/robosuite/models/assets/robots/panda/robot.xml
franka,panda,robosuite,8,12,high,fullsize,10566022,0.088,0.0,1.033,33.476,0.04,"MIT (Stanford VLL + UT Robot Perception, 2022)",1,robosuite/robosuite/models/assets/bullet_data/panda_description/urdf/panda_arm_hand.urdf
franka,panda,urdf_files_dataset,8,12,high,fullsize,10566022,0.088,0.0,1.033,33.476,0.04,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/matlab/franka_description/robots/frankaEmikaPanda.urdf
franka,panda,urdf_files_dataset,8,12,high,fullsize,10569444,0.088,0.0,1.033,33.476,0.04,"MIT (Daniella Tola, 2023)",2,urdf_files_dataset/urdf_files/robotics-toolbox/xacro_generated/franka_description/robots/panda.urdf
franka,panda,mujoco_menagerie,9,12,high,fullsize,6400572,0.088,0.0,1.033,33.476,0.08,Apache-2.0 (Menagerie: franka_emika_panda),7,mujoco_menagerie/franka_emika_panda/mjx_panda.xml
franka,panda,urdf_files_dataset,16,45,high,fullsize,21138888,0.088,1.0,2.033,66.95200000000001,0.08,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/oems/xacro_generated/franka_emika/franka_description/robots/dual_panda/dual_panda.urdf
ghost_robotics,minitaur,bullet3,1,4,low,compact,7929,0.21,0.2249,0.0022,0.0,0.0,zlib (most files); see LICENSE.txt for exceptions,2,bullet3/data/quadruped/minitaur_single_motor.urdf
ghost_robotics,minitaur,bullet3,8,27,low,tabletop,63432,0.42,0.2498,0.118,0.0,0.0,zlib (most files); see LICENSE.txt for exceptions,2,bullet3/data/quadruped/minitaur_fixed_knees.urdf
ghost_robotics,minitaur,bullet3,16,27,low,tabletop,63432,0.42,0.2498,0.118,0.0,0.0,zlib (most files); see LICENSE.txt for exceptions,2,bullet3/data/quadruped/minitaur.urdf
ghost_robotics,minitaur,bullet3,16,27,low,tabletop,63432,0.4054,0.2983,0.1039,0.0,0.0,zlib (most files); see LICENSE.txt for exceptions,2,bullet3/data/quadruped/minitaur_derpy.urdf
ghost_robotics,minitaur,bullet3,16,27,low,tabletop,63432,0.475,0.308,0.101,0.0,0.0,zlib (most files); see LICENSE.txt for exceptions,2,bullet3/data/quadruped/minitaur_rainbow_dash.urdf
ghost_robotics,minitaur,bullet3,16,27,low,tabletop,63432,0.42,0.2498,0.118,0.0,0.0,zlib (most files); see LICENSE.txt for exceptions,2,bullet3/data/quadruped/minitaur_v1.urdf
ghost_robotics,minitaur,bullet3,20,31,low,tabletop,63432,0.475,0.308,0.101,0.0,0.16,zlib (most files); see LICENSE.txt for exceptions,2,bullet3/data/quadruped/minitaur_rainbow_dash_v1.urdf
ghost_robotics,vision60,bullet3,16,23,low,tabletop,172236,0.475,0.253,0.191,0.0,0.0,zlib (most files); see LICENSE.txt for exceptions,1,bullet3/data/quadruped/vision/vision60.urdf
google,aloha,mujoco_menagerie,16,21,medium,tabletop,2972796,0.938,0.0382,0.4412,58.852340000000005,0.164,BSD-3-Clause (Menagerie: aloha),2,mujoco_menagerie/aloha/aloha.xml
google,barkour,mujoco_menagerie,12,14,medium,tabletop,3750780,0.5992,0.3138,0.0508,36.26766,0.0,Apache-2.0 (Menagerie: google_barkour_v0),5,mujoco_menagerie/google_barkour_v0/barkour_v0.xml
google,barkour,mujoco_menagerie,12,16,medium,tabletop,1387056,0.7444,0.3812,0.1213,36.45576,0.0,Apache-2.0 (Menagerie: google_barkour_vb),6,mujoco_menagerie/google_barkour_vb/barkour_vb.xml
google,google_robot,mujoco_menagerie,9,13,low,fullsize,291672,0.0,0.403,1.6843,41.2,0.0,Apache-2.0 (Menagerie: google_robot),2,mujoco_menagerie/google_robot/robot.xml
hello_robot,stretch,mujoco_menagerie,17,27,high,fullsize,12160932,0.2056,0.5107,1.3584,53.569116,1.6649999999999996,BSD-3-Clause (Menagerie: hello_robot_stretch),2,mujoco_menagerie/hello_robot_stretch/stretch.xml
hello_robot,stretch,mujoco_menagerie,20,38,high,fullsize,13014276,0.2056,0.5852,1.3584,64.729116,1.6799999999999997,Apache-2.0 (Menagerie: hello_robot_stretch_3),2,mujoco_menagerie/hello_robot_stretch_3/stretch.xml
i2rt,yam,mujoco_menagerie,8,14,medium,tabletop,1881660,0.4148,0.074,0.2035,23.474700000000002,0.07914800000000001,MIT (Menagerie: i2rt_yam),2,mujoco_menagerie/i2rt_yam/yam.xml
iit,softfoot,mujoco_menagerie,92,50,medium,compact,1142148,0.2048,0.074,0.0847,94.24778030051425,0.0,BSD-3-Clause (Menagerie: iit_softfoot),1,mujoco_menagerie/iit_softfoot/softfoot.xml
iit,softfoot,mujoco_menagerie,93,51,medium,compact,1142148,0.2048,0.074,0.0847,94.24778030051425,0.0,BSD-3-Clause (Menagerie: iit_softfoot),1,mujoco_menagerie/iit_softfoot/scene.xml
kinova,jaco,robosuite,6,10,medium,compact,594264,0.0535,0.1074,0.1775,0.1837831702350029,0.0,"MIT (Stanford VLL + UT Robot Perception, 2022)",1,robosuite/robosuite/models/assets/grippers/jaco_three_finger_gripper.xml
kinova,jaco,robosuite,7,11,medium,tabletop,1108656,0.0,0.0114,0.41,39.02557,0.0,"MIT (Stanford VLL + UT Robot Perception, 2022)",1,robosuite/robosuite/models/assets/robots/jaco/robot.xml
kinova,kinova,robot-assets,6,15,high,tabletop,7600905,0.1356,0.0025,0.41,34.348081757706005,0.0,varies by upstream repo (see README.md),2,robot-assets/urdfs/robots/kinova/kinova.urdf
kinova,kinova,urdf_files_dataset,6,12,high,compact,7717584,0.0025,0.1356,0.29,26.165682885965,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/matlab/kinova_description/urdf/kinovaMicoM1N4S200.urdf
kinova,kinova,mujoco_menagerie,7,9,medium,fullsize,1567104,0.0,0.0249,1.1259,38.932744,0.0,BSD-3-Clause (Menagerie: kinova_gen3),2,mujoco_menagerie/kinova_gen3/gen3.xml
kinova,kinova,robosuite,7,11,medium,fullsize,1567104,0.0,0.0249,1.1874,39.732744000000004,0.0,"MIT (Stanford VLL + UT Robot Perception, 2022)",1,robosuite/robosuite/models/assets/robots/kinova3/robot.xml
kinova,kinova,urdf_files_dataset,8,14,high,tabletop,8225881,0.0025,0.1419,0.4956,39.395280001724004,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/matlab/kinova_description/urdf/kinovaJacoJ2N6S200.urdf
kinova,kinova,urdf_files_dataset,8,14,high,tabletop,8300022,0.0025,0.1419,0.4114,38.732054885965,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/matlab/kinova_description/urdf/kinovaMicoM1N6S200.urdf
kinova,kinova,urdf_files_dataset,8,12,high,compact,7945149,0.0025,0.1356,0.29,16.61931088596881,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/oems/xacro_generated/kinova_robotics/kinova_description/urdf/m1n4s200_standalone.urdf
kinova,kinova,urdf_files_dataset,9,16,high,tabletop,6743450,0.0581,0.1374,0.4956,41.395280001724004,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/matlab/kinova_description/urdf/kinovaJacoJ2N6S300.urdf
kinova,kinova,urdf_files_dataset,9,16,high,tabletop,7342101,0.0581,0.1306,0.41,40.348081757706005,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/matlab/kinova_description/urdf/kinovaJacoJ2S6S300.urdf
kinova,kinova,urdf_files_dataset,9,16,high,tabletop,6817591,0.0581,0.1374,0.4114,40.732054885965,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/matlab/kinova_description/urdf/kinovaMicoM1N6S300.urdf
kinova,kinova,urdf_files_dataset,10,17,high,tabletop,7098269,0.0581,0.1374,0.4956,47.887905511964,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/matlab/kinova_description/urdf/kinovaJacoJ2N7S300.urdf
kinova,kinova,urdf_files_dataset,10,17,high,tabletop,7696920,0.0581,0.1306,0.41,45.025564845865006,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/matlab/kinova_description/urdf/kinovaJacoJ2S7S300.urdf
kinova,kinova,urdf_files_dataset,10,14,high,tabletop,6625346,0.0581,0.1312,0.41,20.79253600172666,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/oems/xacro_generated/kinova_robotics/kinova_description/urdf/j2n4s300_standalone.urdf
